order_item_id,order_id,order_date,customer_id,product_id,category,quantity,unit_price,discount_amount,shipping_fee,payment_method,order_status,line_revenue,gross_profit
OI0002374,O001765,2025-10-09,C00231,P0036,Home & Living,1,332.12,0.0,8.9,E-Wallet,Delivered,341.02,128.89
OI0002375,O001765,2025-10-09,C00231,P0034,Home & Living,1,641.23,0.0,6.9,E-Wallet,Delivered,648.13,245.55
OI0002376,O001766,2026-03-05,C00231,P0019,Fashion,2,150.24,15.02,8.9,Credit Card,Delivered,294.36,72.84
OI0002377,O001767,2026-03-16,C00231,P0036,Home & Living,1,332.12,0.0,8.9,Online Banking,Delivered,341.02,128.89
OI0002378,O001767,2026-03-16,C00231,P0045,Home & Living,1,18.62,1.86,6.9,Online Banking,Delivered,23.66,7.72
OI0002379,O001767,2026-03-16,C00231,P0043,Home & Living,1,155.73,15.57,6.9,Online Banking,Delivered,147.06,37.17
OI0002380,O001768,2026-01-06,C00231,P0108,Groceries,1,18.39,0.92,8.9,E-Wallet,Shipped,26.37,4.43
OI0002381,O001769,2026-03-25,C00231,P0105,Groceries,1,9.27,0.0,4.9,Credit Card,Delivered,14.17,4.71
OI0002382,O001770,2025-11-11,C00231,P0042,Home & Living,1,777.79,0.0,8.9,E-Wallet,Delivered,786.69,245.84
OI0002383,O001771,2026-02-24,C00231,P0048,Home & Living,2,248.69,49.74,4.9,E-Wallet,Delivered,452.54,171.5
OI0002384,O001772,2026-01-19,C00232,P0106,Groceries,1,43.47,4.35,0,E-Wallet,Delivered,39.12,8.79
OI0002385,O001773,2026-04-27,C00232,P0108,Groceries,1,18.39,0.0,0,Credit Card,Shipped,18.39,5.35
OI0002386,O001774,2025-11-12,C00232,P0018,Fashion,1,78.83,0.0,4.9,Online Banking,Cancelled,83.73,35.25
OI0002387,O001774,2025-11-12,C00232,P0020,Fashion,1,208.1,10.41,0,Online Banking,Cancelled,197.69,52.57
OI0002388,O001775,2026-02-12,C00233,P0072,Sports,1,22.05,0.0,8.9,Online Banking,Shipped,30.95,7.62
OI0002389,O001776,2025-10-26,C00233,P0078,Sports,1,580.2,0.0,4.9,Online Banking,Delivered,585.1,175.27
OI0002390,O001777,2026-02-21,C00233,P0076,Sports,2,467.47,46.75,0,Cash on Delivery,Delivered,888.19,217.47
OI0002391,O001778,2026-04-06,C00233,P0074,Sports,4,238.49,0.0,8.9,E-Wallet,Delivered,962.86,351.04
OI0002392,O001779,2026-04-19,C00233,P0035,Home & Living,3,138.59,0.0,0,E-Wallet,Delivered,415.77,198.06
OI0002393,O001780,2026-02-04,C00233,P0094,Books & Stationery,2,6.76,0.0,4.9,Online Banking,Delivered,18.42,3.66
OI0002394,O001781,2025-09-01,C00233,P0056,Beauty & Health,2,126.52,0.0,6.9,Online Banking,Returned,259.94,73.1
OI0002395,O001782,2026-02-13,C00234,P0055,Beauty & Health,2,15.06,0.0,6.9,Credit Card,Cancelled,37.02,11.9
OI0002396,O001783,2025-08-15,C00234,P0053,Beauty & Health,2,9.66,1.93,6.9,Online Banking,Delivered,24.29,4.31
OI0002397,O001784,2025-11-01,C00234,P0076,Sports,2,467.47,0.0,6.9,Online Banking,Delivered,941.84,264.22
OI0002398,O001785,2026-04-21,C00234,P0075,Sports,1,181.67,0.0,8.9,E-Wallet,Delivered,190.57,69.65
OI0002399,O001786,2026-04-28,C00234,P0052,Beauty & Health,1,39.42,0.0,8.9,Credit Card,Delivered,48.32,11.3
OI0002400,O001787,2025-07-12,C00234,P0021,Fashion,1,20.23,3.03,6.9,E-Wallet,Processing,24.1,2.5
OI0002401,O001788,2025-09-23,C00234,P0015,Electronics,1,246.04,0.0,8.9,Cash on Delivery,Delivered,254.94,85.71
OI0002402,O001789,2026-04-30,C00234,P0080,Sports,1,53.06,0.0,8.9,Online Banking,Processing,61.96,14.84
OI0002403,O001790,2026-03-16,C00236,P0054,Beauty & Health,3,15.61,0.0,0,Online Banking,Delivered,46.83,17.58
OI0002404,O001791,2026-03-30,C00238,P0058,Beauty & Health,1,163.47,16.35,6.9,E-Wallet,Delivered,154.02,31.2
OI0002405,O001792,2025-11-03,C00239,P0049,Beauty & Health,1,61.34,9.2,0,Cash on Delivery,Delivered,52.14,10.72
OI0002406,O001793,2026-04-15,C00239,P0059,Beauty & Health,2,51.45,20.58,8.9,Credit Card,Delivered,91.22,26.98
OI0002407,O001794,2025-11-13,C00239,P0021,Fashion,1,20.23,0.0,0,Online Banking,Delivered,20.23,5.53
OI0002408,O001795,2025-11-26,C00239,P0061,Beauty & Health,2,163.52,32.7,6.9,Credit Card,Delivered,301.24,68.04
OI0002409,O001796,2026-01-23,C00239,P0097,Groceries,1,101.35,0.0,6.9,Credit Card,Delivered,108.25,40.11
OI0002410,O001796,2026-01-23,C00239,P0037,Home & Living,2,697.58,209.27,4.9,Credit Card,Delivered,1190.79,202.93
OI0002411,O001797,2026-03-14,C00239,P0051,Beauty & Health,1,10.6,0.0,4.9,E-Wallet,Delivered,15.5,3.63
OI0002412,O001798,2026-01-04,C00239,P0055,Beauty & Health,2,15.06,1.51,0,Online Banking,Delivered,28.61,10.39
OI0002413,O001798,2026-01-04,C00239,P0054,Beauty & Health,2,15.61,0.0,0,Online Banking,Delivered,31.22,11.72
OI0002414,O001799,2026-02-20,C00239,P0064,Beauty & Health,1,106.44,0.0,4.9,Online Banking,Delivered,111.34,53.6
OI0002415,O001800,2026-02-12,C00239,P0071,Sports,1,275.29,0.0,8.9,Online Banking,Delivered,284.19,119.8
OI0002416,O001801,2026-03-08,C00239,P0003,Electronics,3,938.14,0.0,4.9,Cash on Delivery,Delivered,2819.32,1439.34
OI0002417,O001802,2026-03-23,C00239,P0057,Beauty & Health,1,85.55,0.0,8.9,Credit Card,Delivered,94.45,32.0
OI0002418,O001803,2026-04-01,C00239,P0059,Beauty & Health,3,51.45,7.72,8.9,Online Banking,Delivered,155.53,63.62
OI0002419,O001804,2026-04-02,C00239,P0056,Beauty & Health,1,126.52,0.0,6.9,Online Banking,Shipped,133.42,36.55
OI0002420,O001804,2026-04-02,C00239,P0047,Home & Living,1,19.02,0.95,8.9,Online Banking,Shipped,26.97,8.78
OI0002421,O001805,2025-12-19,C00239,P0057,Beauty & Health,2,85.55,17.11,6.9,E-Wallet,Delivered,160.89,46.89
OI0002422,O001805,2025-12-19,C00239,P0103,Groceries,2,55.96,0.0,6.9,E-Wallet,Delivered,118.82,47.76
OI0002423,O001805,2025-12-19,C00239,P0059,Beauty & Health,2,51.45,0.0,0,E-Wallet,Delivered,102.9,47.56
OI0002424,O001806,2026-04-30,C00239,P0096,Books & Stationery,1,92.0,0.0,0,Online Banking,Processing,92.0,26.51
OI0002425,O001806,2026-04-30,C00239,P0064,Beauty & Health,1,106.44,10.64,6.9,Online Banking,Processing,102.7,42.96
OI0002426,O001807,2026-03-17,C00239,P0013,Electronics,1,143.29,0.0,6.9,Online Banking,Delivered,150.19,71.82
OI0002427,O001808,2026-02-02,C00239,P0061,Beauty & Health,1,163.52,0.0,8.9,Credit Card,Delivered,172.42,50.37
OI0002428,O001809,2026-03-06,C00239,P0110,Groceries,1,48.88,0.0,8.9,Online Banking,Delivered,57.78,22.89
OI0002429,O001810,2026-02-11,C00239,P0063,Beauty & Health,1,13.31,0.0,0,Online Banking,Delivered,13.31,5.85
OI0002430,O001811,2025-12-04,C00239,P0064,Beauty & Health,1,106.44,0.0,8.9,Online Banking,Processing,115.34,53.6
OI0002431,O001812,2026-03-18,C00242,P0007,Electronics,1,1291.87,0.0,4.9,E-Wallet,Cancelled,1296.77,553.09
OI0002432,O001813,2026-04-12,C00242,P0001,Electronics,2,1091.61,218.32,0,Credit Card,Delivered,1964.9,902.22
OI0002433,O001814,2026-04-09,C00242,P0012,Electronics,1,1803.18,0.0,8.9,E-Wallet,Returned,1812.08,636.52
OI0002434,O001815,2026-04-10,C00242,P0011,Electronics,1,2463.73,123.19,0,Online Banking,Delivered,2340.54,906.15
OI0002435,O001816,2026-04-01,C00242,P0016,Electronics,2,398.44,0.0,0,Online Banking,Processing,796.88,369.3
OI0002436,O001817,2026-04-25,C00242,P0012,Electronics,1,1803.18,0.0,4.9,E-Wallet,Shipped,1808.08,636.52
OI0002437,O001817,2026-04-25,C00242,P0001,Electronics,1,1091.61,218.32,8.9,E-Wallet,Shipped,882.19,341.95
OI0002438,O001818,2026-04-04,C00242,P0014,Electronics,1,2524.19,126.21,8.9,E-Wallet,Delivered,2406.88,603.44
OI0002439,O001818,2026-04-04,C00242,P0001,Electronics,1,1091.61,0.0,4.9,E-Wallet,Delivered,1096.51,560.27
OI0002440,O001818,2026-04-04,C00242,P0008,Electronics,2,2385.46,715.64,0,E-Wallet,Delivered,4055.28,1331.66
OI0002441,O001819,2026-03-21,C00242,P0014,Electronics,3,2524.19,1135.89,4.9,Online Banking,Delivered,6441.58,1053.06
OI0002442,O001820,2026-04-15,C00242,P0035,Home & Living,1,138.59,0.0,6.9,Credit Card,Delivered,145.49,66.02
OI0002443,O001821,2026-04-11,C00242,P0042,Home & Living,1,777.79,0.0,4.9,Online Banking,Shipped,782.69,245.84
OI0002444,O001822,2026-04-19,C00242,P0002,Electronics,1,176.05,0.0,6.9,Credit Card,Delivered,182.95,56.54
OI0002445,O001823,2026-03-25,C00242,P0067,Sports,2,219.84,0.0,6.9,Credit Card,Delivered,446.58,148.48
OI0002446,O001823,2026-03-25,C00242,P0009,Electronics,1,72.85,0.0,8.9,Credit Card,Delivered,81.75,21.21
OI0002447,O001824,2026-04-27,C00242,P0014,Electronics,1,2524.19,0.0,0,E-Wallet,Delivered,2524.19,729.65
OI0002448,O001824,2026-04-27,C00242,P0029,Fashion,1,36.7,0.0,6.9,E-Wallet,Delivered,43.6,13.6
OI0002449,O001825,2026-04-24,C00242,P0011,Electronics,1,2463.73,0.0,4.9,Credit Card,Delivered,2468.63,1029.34
OI0002450,O001826,2026-04-08,C00242,P0017,Fashion,1,122.89,12.29,6.9,Cash on Delivery,Delivered,117.5,45.93
OI0002451,O001827,2026-03-25,C00242,P0052,Beauty & Health,1,39.42,0.0,0,Credit Card,Delivered,39.42,11.3
OI0002452,O001828,2026-03-22,C00242,P0049,Beauty & Health,1,61.34,0.0,4.9,Cash on Delivery,Delivered,66.24,19.92
OI0002453,O001829,2026-03-25,C00242,P0005,Electronics,3,1356.34,0.0,0,Credit Card,Delivered,4069.02,1345.38
OI0002454,O001830,2026-04-21,C00242,P0006,Electronics,1,563.56,0.0,6.9,Online Banking,Delivered,570.46,250.72
OI0002455,O001831,2026-02-13,C00244,P0095,Books & Stationery,1,11.33,1.13,6.9,E-Wallet,Delivered,17.1,2.35
OI0002456,O001832,2025-12-17,C00244,P0093,Books & Stationery,1,114.5,5.73,4.9,Credit Card,Delivered,113.67,28.74
OI0002457,O001833,2026-02-07,C00246,P0023,Fashion,1,38.65,0.0,6.9,Online Banking,Shipped,45.55,17.52
OI0002458,O001834,2026-04-04,C00246,P0032,Fashion,1,273.73,41.06,6.9,Credit Card,Delivered,239.57,36.55
OI0002459,O001834,2026-04-04,C00246,P0098,Groceries,2,11.26,1.13,0,Credit Card,Delivered,21.39,6.57
OI0002460,O001835,2026-02-12,C00246,P0106,Groceries,1,43.47,4.35,0,Credit Card,Delivered,39.12,8.79
OI0002461,O001836,2026-04-17,C00246,P0108,Groceries,1,18.39,0.0,4.9,Online Banking,Delivered,23.29,5.35
OI0002462,O001837,2026-04-09,C00246,P0009,Electronics,1,72.85,10.93,4.9,Cash on Delivery,Delivered,66.82,10.28
OI0002463,O001838,2026-04-01,C00246,P0098,Groceries,3,11.26,1.69,4.9,Credit Card,Delivered,36.99,9.86
OI0002464,O001839,2026-01-28,C00246,P0035,Home & Living,1,138.59,20.79,6.9,Online Banking,Delivered,124.7,45.23
OI0002465,O001839,2026-01-28,C00246,P0097,Groceries,2,101.35,10.13,6.9,Online Banking,Delivered,199.47,70.09
OI0002466,O001839,2026-01-28,C00246,P0104,Groceries,1,57.65,0.0,6.9,Online Banking,Delivered,64.55,22.02
OI0002467,O001840,2026-02-23,C00246,P0107,Groceries,1,31.16,1.56,8.9,Online Banking,Delivered,38.5,6.66
OI0002468,O001841,2026-04-27,C00246,P0070,Sports,1,199.54,29.93,6.9,Credit Card,Returned,176.51,56.79
OI0002469,O001841,2026-04-27,C00246,P0104,Groceries,1,57.65,0.0,4.9,Credit Card,Returned,62.55,22.02
OI0002470,O001842,2026-03-06,C00247,P0010,Electronics,1,1710.21,0.0,8.9,Online Banking,Delivered,1719.11,552.35
OI0002471,O001843,2026-01-30,C00247,P0024,Fashion,1,38.33,1.92,4.9,Cash on Delivery,Delivered,41.31,11.96
OI0002472,O001844,2025-05-16,C00247,P0104,Groceries,1,57.65,0.0,4.9,Online Banking,Delivered,62.55,22.02
OI0002473,O001844,2025-05-16,C00247,P0033,Home & Living,1,528.24,52.82,4.9,Online Banking,Delivered,480.32,149.46
OI0002474,O001845,2026-04-02,C00247,P0015,Electronics,1,246.04,24.6,0,Online Banking,Delivered,221.44,61.11
OI0002475,O001846,2025-08-19,C00247,P0007,Electronics,1,1291.87,258.37,8.9,Credit Card,Delivered,1042.4,294.72
OI0002476,O001847,2026-04-08,C00247,P0012,Electronics,1,1803.18,180.32,4.9,Cash on Delivery,Delivered,1627.76,456.2
OI0002477,O001848,2025-09-15,C00250,P0032,Fashion,1,273.73,13.69,6.9,Online Banking,Delivered,266.94,63.92
OI0002478,O001849,2026-01-01,C00250,P0059,Beauty & Health,1,51.45,0.0,4.9,E-Wallet,Delivered,56.35,23.78
OI0002479,O001850,2025-07-18,C00250,P0016,Electronics,2,398.44,0.0,0,Credit Card,Delivered,796.88,369.3
OI0002480,O001850,2025-07-18,C00250,P0092,Books & Stationery,3,68.72,0.0,4.9,Credit Card,Delivered,211.06,55.68
OI0002481,O001851,2025-06-16,C00250,P0032,Fashion,1,273.73,13.69,6.9,E-Wallet,Delivered,266.94,63.92
OI0002482,O001852,2025-08-24,C00251,P0033,Home & Living,2,528.24,0.0,8.9,Online Banking,Delivered,1065.38,404.56
OI0002483,O001853,2026-04-21,C00251,P0072,Sports,1,22.05,0.0,0,E-Wallet,Processing,22.05,7.62
OI0002484,O001854,2025-06-04,C00251,P0060,Beauty & Health,1,13.88,0.0,8.9,Credit Card,Delivered,22.78,7.21
OI0002485,O001855,2026-04-24,C00252,P0034,Home & Living,1,641.23,0.0,6.9,Cash on Delivery,Delivered,648.13,245.55
OI0002486,O001855,2026-04-24,C00252,P0036,Home & Living,2,332.12,33.21,4.9,Cash on Delivery,Delivered,635.93,224.57
OI0002487,O001855,2026-04-24,C00252,P0036,Home & Living,1,332.12,0.0,6.9,Cash on Delivery,Delivered,339.02,128.89
OI0002488,O001856,2026-03-17,C00252,P0046,Home & Living,3,321.1,0.0,6.9,Credit Card,Delivered,970.2,499.05
OI0002489,O001857,2026-02-02,C00252,P0061,Beauty & Health,1,163.52,0.0,4.9,Online Banking,Delivered,168.42,50.37
OI0002490,O001858,2026-02-17,C00252,P0001,Electronics,2,1091.61,436.64,0,Cash on Delivery,Delivered,1746.58,683.9
OI0002491,O001859,2026-03-04,C00252,P0042,Home & Living,1,777.79,0.0,0,Online Banking,Delivered,777.79,245.84
OI0002492,O001860,2026-02-23,C00252,P0076,Sports,1,467.47,0.0,6.9,Online Banking,Delivered,474.37,132.11
OI0002493,O001861,2026-02-21,C00252,P0034,Home & Living,3,641.23,0.0,8.9,Credit Card,Processing,1932.59,736.65
OI0002494,O001862,2026-02-03,C00252,P0046,Home & Living,1,321.1,0.0,6.9,Online Banking,Delivered,328.0,166.35
OI0002495,O001862,2026-02-03,C00252,P0077,Sports,1,26.61,0.0,0,Online Banking,Delivered,26.61,7.85
OI0002496,O001863,2026-04-16,C00252,P0034,Home & Living,1,641.23,0.0,6.9,Cash on Delivery,Delivered,648.13,245.55
OI0002497,O001864,2026-02-22,C00252,P0007,Electronics,1,1291.87,0.0,8.9,Online Banking,Delivered,1300.77,553.09
OI0002498,O001865,2026-04-10,C00252,P0037,Home & Living,1,697.58,0.0,6.9,Credit Card,Delivered,704.48,206.1
OI0002499,O001865,2026-04-10,C00252,P0012,Electronics,3,1803.18,0.0,6.9,Credit Card,Delivered,5416.44,1909.56
OI0002500,O001866,2026-04-23,C00252,P0034,Home & Living,1,641.23,32.06,4.9,Cash on Delivery,Delivered,614.07,213.49
OI0002501,O001866,2026-04-23,C00252,P0047,Home & Living,1,19.02,0.0,4.9,Cash on Delivery,Delivered,23.92,9.73
OI0002502,O001866,2026-04-23,C00252,P0036,Home & Living,1,332.12,0.0,6.9,Cash on Delivery,Delivered,339.02,128.89
OI0002503,O001867,2026-04-02,C00252,P0040,Home & Living,1,29.57,1.48,4.9,Credit Card,Delivered,32.99,10.1
OI0002504,O001867,2026-04-02,C00252,P0041,Home & Living,1,77.11,15.42,8.9,Credit Card,Delivered,70.59,6.51
OI0002505,O001868,2026-03-27,C00252,P0039,Home & Living,1,488.55,0.0,8.9,Online Banking,Delivered,497.45,146.41
OI0002506,O001869,2026-03-18,C00252,P0038,Home & Living,1,17.97,0.0,4.9,Online Banking,Delivered,22.87,5.08
OI0002507,O001870,2026-03-03,C00252,P0100,Groceries,1,64.08,0.0,6.9,Online Banking,Delivered,70.98,26.41
OI0002508,O001871,2026-04-30,C00252,P0017,Fashion,1,122.89,0.0,8.9,Cash on Delivery,Delivered,131.79,58.22
OI0002509,O001872,2025-07-02,C00253,P0034,Home & Living,1,641.23,0.0,4.9,Online Banking,Delivered,646.13,245.55
OI0002510,O001873,2025-08-27,C00253,P0090,Books & Stationery,1,97.54,0.0,4.9,Online Banking,Delivered,102.44,45.19
OI0002511,O001874,2026-03-28,C00253,P0019,Fashion,1,150.24,0.0,8.9,Online Banking,Delivered,159.14,43.93
OI0002512,O001875,2026-03-15,C00253,P0098,Groceries,1,11.26,0.0,8.9,E-Wallet,Cancelled,20.16,3.85
OI0002513,O001876,2025-05-14,C00253,P0014,Electronics,1,2524.19,0.0,6.9,Online Banking,Shipped,2531.09,729.65
OI0002514,O001876,2025-05-14,C00253,P0003,Electronics,2,938.14,0.0,0,Online Banking,Shipped,1876.28,959.56
OI0002515,O001877,2026-01-04,C00253,P0021,Fashion,2,20.23,2.02,8.9,E-Wallet,Delivered,47.34,9.04
OI0002516,O001877,2026-01-04,C00253,P0055,Beauty & Health,1,15.06,2.26,4.9,E-Wallet,Delivered,17.7,3.69
OI0002517,O001878,2026-03-26,C00253,P0004,Electronics,1,187.03,28.05,6.9,Online Banking,Delivered,165.88,38.8
OI0002518,O001879,2026-03-05,C00253,P0001,Electronics,1,1091.61,0.0,6.9,Online Banking,Delivered,1098.51,560.27
OI0002519,O001880,2025-12-31,C00253,P0042,Home & Living,1,777.79,0.0,4.9,E-Wallet,Shipped,782.69,245.84
OI0002520,O001880,2025-12-31,C00253,P0007,Electronics,1,1291.87,129.19,6.9,E-Wallet,Shipped,1169.58,423.9
OI0002521,O001881,2025-09-28,C00253,P0011,Electronics,1,2463.73,0.0,6.9,Cash on Delivery,Delivered,2470.63,1029.34
OI0002522,O001882,2026-04-03,C00254,P0063,Beauty & Health,1,13.31,2.0,4.9,Credit Card,Cancelled,16.21,3.85
OI0002523,O001882,2026-04-03,C00254,P0077,Sports,2,26.61,10.64,6.9,Credit Card,Cancelled,49.48,5.06
OI0002524,O001883,2026-02-09,C00254,P0072,Sports,1,22.05,1.1,8.9,Credit Card,Delivered,29.85,6.52
OI0002525,O001884,2026-02-04,C00254,P0035,Home & Living,1,138.59,0.0,0,Online Banking,Delivered,138.59,66.02
OI0002526,O001885,2026-04-14,C00254,P0075,Sports,1,181.67,0.0,6.9,Online Banking,Delivered,188.57,69.65
OI0002527,O001886,2026-03-26,C00254,P0093,Books & Stationery,2,114.5,11.45,6.9,Online Banking,Cancelled,224.45,57.49
OI0002528,O001887,2026-04-03,C00254,P0068,Sports,1,20.44,0.0,8.9,Online Banking,Delivered,29.34,5.72
OI0002529,O001888,2026-01-27,C00254,P0032,Fashion,1,273.73,41.06,4.9,Cash on Delivery,Delivered,237.57,36.55
OI0002530,O001888,2026-01-27,C00254,P0082,Books & Stationery,1,58.3,0.0,0,Cash on Delivery,Delivered,58.3,16.89
OI0002531,O001889,2026-04-10,C00254,P0065,Sports,1,13.48,0.0,6.9,Credit Card,Delivered,20.38,5.27
OI0002532,O001890,2026-03-16,C00254,P0072,Sports,1,22.05,0.0,8.9,Online Banking,Delivered,30.95,7.62
OI0002533,O001891,2026-02-17,C00255,P0076,Sports,1,467.47,0.0,0,E-Wallet,Delivered,467.47,132.11
OI0002534,O001891,2026-02-17,C00255,P0102,Groceries,1,53.21,0.0,6.9,E-Wallet,Delivered,60.11,13.54
OI0002535,O001891,2026-02-17,C00255,P0109,Groceries,2,17.97,5.39,8.9,E-Wallet,Delivered,39.45,9.33
OI0002536,O001892,2025-12-11,C00255,P0030,Fashion,1,149.12,0.0,8.9,Credit Card,Returned,158.02,55.92
OI0002537,O001893,2025-07-08,C00255,P0029,Fashion,2,36.7,11.01,4.9,E-Wallet,Delivered,67.29,16.19
OI0002538,O001893,2025-07-08,C00255,P0016,Electronics,1,398.44,0.0,8.9,E-Wallet,Delivered,407.34,184.65
OI0002539,O001894,2025-09-02,C00255,P0103,Groceries,2,55.96,16.79,8.9,Cash on Delivery,Returned,104.03,30.97
OI0002540,O001895,2025-11-07,C00255,P0100,Groceries,1,64.08,0.0,6.9,Credit Card,Delivered,70.98,26.41
OI0002541,O001896,2025-06-25,C00255,P0109,Groceries,1,17.97,0.9,4.9,Online Banking,Delivered,21.97,6.46
OI0002542,O001897,2025-10-28,C00255,P0063,Beauty & Health,1,13.31,2.0,6.9,Online Banking,Delivered,18.21,3.85
OI0002543,O001897,2025-10-28,C00255,P0097,Groceries,2,101.35,0.0,4.9,Online Banking,Delivered,207.6,80.22
OI0002544,O001898,2025-10-25,C00256,P0108,Groceries,1,18.39,0.92,0,Online Banking,Returned,17.47,4.43
OI0002545,O001898,2025-10-25,C00256,P0022,Fashion,1,31.66,0.0,0,Online Banking,Returned,31.66,12.2
OI0002546,O001899,2026-04-18,C00256,P0011,Electronics,1,2463.73,0.0,8.9,E-Wallet,Shipped,2472.63,1029.34
OI0002547,O001899,2026-04-18,C00256,P0025,Fashion,2,55.69,16.71,0,E-Wallet,Shipped,94.67,11.21
OI0002548,O001899,2026-04-18,C00256,P0019,Fashion,2,150.24,0.0,4.9,E-Wallet,Shipped,305.38,87.86
OI0002549,O001900,2025-11-18,C00256,P0061,Beauty & Health,1,163.52,0.0,4.9,Cash on Delivery,Delivered,168.42,50.37
OI0002550,O001901,2026-03-28,C00256,P0104,Groceries,1,57.65,0.0,6.9,Online Banking,Delivered,64.55,22.02
OI0002551,O001902,2025-07-18,C00258,P0013,Electronics,2,143.29,0.0,8.9,Credit Card,Delivered,295.48,143.64
OI0002552,O001902,2025-07-18,C00258,P0008,Electronics,2,2385.46,0.0,8.9,Credit Card,Delivered,4779.82,2047.3
OI0002553,O001903,2026-04-16,C00258,P0011,Electronics,3,2463.73,369.56,0,Credit Card,Delivered,7021.63,2718.46
OI0002554,O001904,2026-01-01,C00258,P0003,Electronics,2,938.14,93.81,4.9,Credit Card,Delivered,1787.37,865.75
OI0002555,O001905,2025-07-20,C00258,P0047,Home & Living,3,19.02,0.0,4.9,E-Wallet,Delivered,61.96,29.19
OI0002556,O001905,2025-07-20,C00258,P0009,Electronics,1,72.85,3.64,6.9,E-Wallet,Delivered,76.11,17.57
OI0002557,O001906,2025-08-02,C00258,P0009,Electronics,1,72.85,3.64,6.9,Cash on Delivery,Delivered,76.11,17.57
OI0002558,O001906,2025-08-02,C00258,P0030,Fashion,2,149.12,14.91,8.9,Cash on Delivery,Delivered,292.23,96.93
OI0002559,O001907,2025-07-08,C00258,P0009,Electronics,1,72.85,3.64,0,Credit Card,Shipped,69.21,17.57
OI0002560,O001908,2026-02-26,C00258,P0002,Electronics,2,176.05,52.82,4.9,Online Banking,Shipped,304.18,60.26
OI0002561,O001909,2026-03-16,C00259,P0104,Groceries,1,57.65,0.0,4.9,Credit Card,Delivered,62.55,22.02
OI0002562,O001910,2026-04-12,C00260,P0027,Fashion,1,129.23,6.46,8.9,Credit Card,Delivered,131.67,33.1
OI0002563,O001911,2025-11-20,C00260,P0092,Books & Stationery,4,68.72,27.49,6.9,E-Wallet,Returned,254.29,46.75
OI0002564,O001911,2025-11-20,C00260,P0005,Electronics,1,1356.34,0.0,0,E-Wallet,Returned,1356.34,448.46
OI0002565,O001912,2026-02-28,C00260,P0087,Books & Stationery,2,3.01,0.0,6.9,Cash on Delivery,Returned,12.92,3.0
OI0002566,O001913,2026-03-21,C00260,P0022,Fashion,1,31.66,0.0,0,Credit Card,Delivered,31.66,12.2
OI0002567,O001913,2026-03-21,C00260,P0092,Books & Stationery,1,68.72,0.0,4.9,Credit Card,Delivered,73.62,18.56
OI0002568,O001914,2025-10-20,C00260,P0088,Books & Stationery,3,3.15,0.94,4.9,Online Banking,Returned,13.41,3.02
OI0002569,O001915,2025-08-16,C00260,P0086,Books & Stationery,1,67.28,0.0,8.9,Online Banking,Delivered,76.18,24.96
OI0002570,O001915,2025-08-16,C00260,P0074,Sports,1,238.49,0.0,0,Online Banking,Delivered,238.49,87.76
OI0002571,O001916,2025-07-30,C00260,P0096,Books & Stationery,1,92.0,4.6,8.9,Credit Card,Delivered,96.3,21.91
OI0002572,O001917,2025-10-17,C00260,P0093,Books & Stationery,1,114.5,0.0,6.9,E-Wallet,Delivered,121.4,34.47
OI0002573,O001918,2026-03-15,C00261,P0025,Fashion,2,55.69,0.0,4.9,Credit Card,Delivered,116.28,27.92
OI0002574,O001918,2026-03-15,C00261,P0018,Fashion,1,78.83,0.0,8.9,Credit Card,Delivered,87.73,35.25
OI0002575,O001919,2026-03-31,C00261,P0023,Fashion,1,38.65,1.93,6.9,E-Wallet,Delivered,43.62,15.59
OI0002576,O001920,2026-03-03,C00261,P0021,Fashion,2,20.23,0.0,0,Credit Card,Delivered,40.46,11.06
OI0002577,O001921,2026-04-20,C00262,P0007,Electronics,2,1291.87,0.0,6.9,Online Banking,Shipped,2590.64,1106.18
OI0002578,O001922,2026-04-09,C00262,P0095,Books & Stationery,1,11.33,0.57,6.9,Online Banking,Delivered,17.66,2.91
OI0002579,O001922,2026-04-09,C00262,P0091,Books & Stationery,1,17.64,0.0,0,Online Banking,Delivered,17.64,6.51
OI0002580,O001922,2026-04-09,C00262,P0090,Books & Stationery,1,97.54,14.63,4.9,Online Banking,Delivered,87.81,30.56
OI0002581,O001923,2026-04-25,C00262,P0081,Books & Stationery,1,11.68,1.75,8.9,Online Banking,Delivered,18.83,2.42
OI0002582,O001924,2026-04-29,C00262,P0086,Books & Stationery,2,67.28,0.0,4.9,E-Wallet,Delivered,139.46,49.92
OI0002583,O001925,2026-04-11,C00262,P0087,Books & Stationery,4,3.01,0.6,6.9,Cash on Delivery,Returned,18.34,5.4
OI0002584,O001926,2026-04-30,C00262,P0093,Books & Stationery,1,114.5,0.0,4.9,E-Wallet,Delivered,119.4,34.47
OI0002585,O001927,2026-04-08,C00262,P0091,Books & Stationery,1,17.64,0.0,4.9,Cash on Delivery,Delivered,22.54,6.51
OI0002586,O001927,2026-04-08,C00262,P0086,Books & Stationery,1,67.28,0.0,8.9,Cash on Delivery,Delivered,76.18,24.96
OI0002587,O001928,2026-04-07,C00262,P0081,Books & Stationery,2,11.68,1.17,0,Cash on Delivery,Delivered,22.19,7.17
OI0002588,O001928,2026-04-07,C00262,P0042,Home & Living,2,777.79,0.0,4.9,Cash on Delivery,Delivered,1560.48,491.68
OI0002589,O001928,2026-04-07,C00262,P0091,Books & Stationery,3,17.64,5.29,6.9,Cash on Delivery,Delivered,54.53,14.24
